[info]09:28:07 tester (411.TEST, 21) getPromoData (0.25 s)[192.168.37.33]
[info]10:06:38 tester (411.TEST, 21) ia motorizari 3907 (0.22 s)[192.168.37.33]
[info]10:06:38 tester (411.TEST, 21) ia motorizari 9016 (0.26 s)[192.168.37.33]
[info]10:06:38 tester (411.TEST, 21) ia motorizari 8524 (0.23 s)[192.168.37.33]
[info]10:06:39 tester (411.TEST, 21) ia motorizari 13318 (0.82 s)[192.168.37.33]
[info]10:06:39 tester (411.TEST, 21) ia motorizari 14057 (0.16 s)[192.168.37.33]
[info]10:06:40 tester (411.TEST, 21) ia motorizari 4947 (0.82 s)[192.168.37.33]
[info]10:06:40 tester (411.TEST, 21) ia motorizari 8660 (1.03 s)[192.168.37.33]
[info]10:06:40 tester (411.TEST, 21) ia motorizari 8160 (0.24 s)[192.168.37.33]
[info]10:06:40 tester (411.TEST, 21) ia motorizari 8659 (0.08 s)[192.168.37.33]
[info]10:06:41 tester (411.TEST, 21) ia motorizari 118 (0.23 s)[192.168.37.33]
[info]10:06:41 tester (411.TEST, 21) ia motorizari 1539 (0.88 s)[192.168.37.33]
[info]10:06:42 tester (411.TEST, 21) ia motorizari 3448 (0.16 s)[192.168.37.33]
[info]10:06:42 tester (411.TEST, 21) ia motorizari 8035 (0.09 s)[192.168.37.33]
[info]10:06:42 tester (411.TEST, 21) ia motorizari 4587 (0.23 s)[192.168.37.33]
[info]10:06:42 tester (411.TEST, 21) ia motorizari 11500 (0.23 s)[192.168.37.33]
[info]10:06:42 tester (411.TEST, 21) ia motorizari 9842 (0.94 s)[192.168.37.33]
[info]10:06:43 tester (411.TEST, 21) ia motorizari 60 (0.39 s)[192.168.37.33]
[info]10:06:43 tester (411.TEST, 21) ia motorizari 9841 (0.27 s)[192.168.37.33]
[info]10:06:43 tester (411.TEST, 21) ia motorizari 4077 (0.22 s)[192.168.37.33]
[info]10:06:43 tester (411.TEST, 21) ia motorizari 9846 (0.23 s)[192.168.37.33]
[info]10:06:43 tester (411.TEST, 21) ia motorizari 3563 (0.40 s)[192.168.37.33]
[info]10:06:43 tester (411.TEST, 21) ia motorizari 65 (0.42 s)[192.168.37.33]
[info]10:06:43 tester (411.TEST, 21) ia motorizari 2015 (0.12 s)[192.168.37.33]
[info]10:06:43 tester (411.TEST, 21) ia motorizari 5395 (0.23 s)[192.168.37.33]
[info]10:06:43 tester (411.TEST, 21) ia motorizari 5521 (0.16 s)[192.168.37.33]
[info]10:06:44 tester (411.TEST, 21) ia motorizari 11002 (0.16 s)[192.168.37.33]
[info]10:06:44 tester (411.TEST, 21) ia motorizari 11184 (0.22 s)[192.168.37.33]
[info]10:06:44 tester (411.TEST, 21) ia motorizari 3932 (0.53 s)[192.168.37.33]
[info]10:06:44 tester (411.TEST, 21) ia motorizari 11743 (0.42 s)[192.168.37.33]
[info]10:06:44 tester (411.TEST, 21) ia motorizari 14305 (0.16 s)[192.168.37.33]
[info]10:06:44 tester (411.TEST, 21) ia motorizari 3880 (0.23 s)[192.168.37.33]
[info]10:06:44 tester (411.TEST, 21) ia motorizari 13966 (0.08 s)[192.168.37.33]
[info]10:06:45 tester (411.TEST, 21) ia motorizari 2037 (0.22 s)[192.168.37.33]
[info]10:06:45 tester (411.TEST, 21) ia motorizari 2038 (0.26 s)[192.168.37.33]
[info]10:06:45 tester (411.TEST, 21) ia motorizari 1228 (0.24 s)[192.168.37.33]
[info]10:06:45 tester (411.TEST, 21) ia motorizari 1227 (0.22 s)[192.168.37.33]
[info]10:06:46 tester (411.TEST, 21) ia motorizari 4008 (0.24 s)[192.168.37.33]
[info]10:06:46 tester (411.TEST, 21) ia motorizari 13831 (0.22 s)[192.168.37.33]
[info]10:06:46 tester (411.TEST, 21) ia motorizari 3515 (0.22 s)[192.168.37.33]
[info]10:06:46 tester (411.TEST, 21) ia motorizari 7580 (0.22 s)[192.168.37.33]
[info]10:06:46 tester (411.TEST, 21) ia motorizari 3497 (0.08 s)[192.168.37.33]
[info]10:06:46 tester (411.TEST, 21) ia motorizari 3892 (0.25 s)[192.168.37.33]
[info]10:06:46 tester (411.TEST, 21) ia motorizari 529 (0.21 s)[192.168.37.33]
[info]10:06:46 tester (411.TEST, 21) ia motorizari 8053 (0.07 s)[192.168.37.33]
[info]10:06:46 tester (411.TEST, 21) ia motorizari 1201 (0.16 s)[192.168.37.33]
[info]10:06:46 tester (411.TEST, 21) ia motorizari 3577 (0.22 s)[192.168.37.33]
[info]10:06:47 tester (411.TEST, 21) ia motorizari 2012 (0.23 s)[192.168.37.33]
[info]10:06:47 tester (411.TEST, 21) ia motorizari 3675 (0.09 s)[192.168.37.33]
[info]10:06:47 tester (411.TEST, 21) ia motorizari 9609 (0.22 s)[192.168.37.33]
[info]10:06:47 tester (411.TEST, 21) ia motorizari 9 (0.23 s)[192.168.37.33]
[info]10:06:47 tester (411.TEST, 21) ia motorizari 24 (0.23 s)[192.168.37.33]
[info]10:06:48 tester (411.TEST, 21) ia motorizari 1219 (0.24 s)[192.168.37.33]
[info]10:06:48 tester (411.TEST, 21) ia motorizari 3529 (0.16 s)[192.168.37.33]
[info]10:06:48 tester (411.TEST, 21) ia motorizari 4949 (0.07 s)[192.168.37.33]
[info]10:06:48 tester (411.TEST, 21) ia motorizari 3528 (0.24 s)[192.168.37.33]
[info]10:06:48 tester (411.TEST, 21) ia motorizari 4965 (0.21 s)[192.168.37.33]
[info]10:06:48 tester (411.TEST, 21) ia motorizari 3414 (0.07 s)[192.168.37.33]
[info]10:06:48 tester (411.TEST, 21) ia motorizari 1202 (0.22 s)[192.168.37.33]
[info]10:06:48 tester (411.TEST, 21) ia motorizari 5415 (0.24 s)[192.168.37.33]
[info]10:06:48 tester (411.TEST, 21) ia motorizari 9800 (0.07 s)[192.168.37.33]
[info]10:06:48 tester (411.TEST, 21) ia motorizari 5214 (0.08 s)[192.168.37.33]
[info]10:06:48 tester (411.TEST, 21) ia motorizari 1899 (0.25 s)[192.168.37.33]
[info]10:06:49 tester (411.TEST, 21) ia motorizari 3530 (0.13 s)[192.168.37.33]
[info]10:06:49 tester (411.TEST, 21) ia motorizari 4833 (0.25 s)[192.168.37.33]
[info]10:06:49 tester (411.TEST, 21) ia motorizari 1223 (0.08 s)[192.168.37.33]
[info]10:06:49 tester (411.TEST, 21) ia motorizari 1900 (0.10 s)[192.168.37.33]
[info]10:06:49 tester (411.TEST, 21) ia motorizari 3908 (0.34 s)[192.168.37.33]
[info]10:06:49 tester (411.TEST, 21) ia motorizari 1588 (0.09 s)[192.168.37.33]
[info]10:06:49 tester (411.TEST, 21) ia motorizari 635 (0.07 s)[192.168.37.33]
[info]10:06:49 tester (411.TEST, 21) ia motorizari 4941 (0.23 s)[192.168.37.33]
[info]10:06:49 tester (411.TEST, 21) ia motorizari 5016 (0.23 s)[192.168.37.33]
[info]10:06:49 tester (411.TEST, 21) ia motorizari 1224 (0.21 s)[192.168.37.33]
[info]10:06:49 tester (411.TEST, 21) ia motorizari 3561 (0.16 s)[192.168.37.33]
[info]10:06:50 tester (411.TEST, 21) ia motorizari 660 (0.23 s)[192.168.37.33]
[info]10:06:50 tester (411.TEST, 21) ia motorizari 4834 (0.16 s)[192.168.37.33]
[info]10:06:50 tester (411.TEST, 21) ia motorizari 11365 (0.08 s)[192.168.37.33]
[info]10:06:50 tester (411.TEST, 21) ia motorizari 10485 (0.22 s)[192.168.37.33]
[info]10:06:50 tester (411.TEST, 21) ia motorizari 11757 (0.22 s)[192.168.37.33]
[info]10:06:50 tester (411.TEST, 21) ia motorizari 670 (0.21 s)[192.168.37.33]
[info]10:06:50 tester (411.TEST, 21) ia motorizari 5616 (0.24 s)[192.168.37.33]
[info]10:06:50 tester (411.TEST, 21) ia motorizari 683 (0.23 s)[192.168.37.33]
[info]10:06:50 tester (411.TEST, 21) ia motorizari 5047 (0.09 s)[192.168.37.33]
[info]10:06:50 tester (411.TEST, 21) ia motorizari 2034 (0.07 s)[192.168.37.33]
[info]10:06:50 tester (411.TEST, 21) ia motorizari 5068 (0.08 s)[192.168.37.33]
[info]10:06:51 tester (411.TEST, 21) ia motorizari 1546 (0.23 s)[192.168.37.33]
[info]10:06:51 tester (411.TEST, 21) ia motorizari 1450 (0.25 s)[192.168.37.33]
[info]10:06:51 tester (411.TEST, 21) ia motorizari 1206 (0.23 s)[192.168.37.33]
[info]10:06:51 tester (411.TEST, 21) ia motorizari 1191 (0.23 s)[192.168.37.33]
[info]10:06:52 tester (411.TEST, 21) ia motorizari 1199 (0.24 s)[192.168.37.33]
[info]10:06:52 tester (411.TEST, 21) ia motorizari 10487 (0.22 s)[192.168.37.33]
[info]10:06:52 tester (411.TEST, 21) ia motorizari 3472 (0.10 s)[192.168.37.33]
[info]10:06:52 tester (411.TEST, 21) ia motorizari 4059 (0.22 s)[192.168.37.33]
[info]10:06:52 tester (411.TEST, 21) ia motorizari 732 (0.07 s)[192.168.37.33]
[info]10:06:52 tester (411.TEST, 21) ia motorizari 3607 (0.23 s)[192.168.37.33]
[info]10:06:52 tester (411.TEST, 21) ia motorizari 6747 (0.07 s)[192.168.37.33]
[info]10:06:52 tester (411.TEST, 21) ia motorizari 1200 (0.23 s)[192.168.37.33]
[info]10:06:52 tester (411.TEST, 21) ia motorizari 736 (0.23 s)[192.168.37.33]
[info]10:06:52 tester (411.TEST, 21) ia motorizari 1204 (0.22 s)[192.168.37.33]
[info]10:06:52 tester (411.TEST, 21) ia motorizari 3622 (0.22 s)[192.168.37.33]
[info]10:06:53 tester (411.TEST, 21) ia motorizari 745 (0.21 s)[192.168.37.33]
[info]10:06:53 tester (411.TEST, 21) ia motorizari 752 (0.21 s)[192.168.37.33]
[info]10:06:53 tester (411.TEST, 21) ia motorizari 9577 (0.22 s)[192.168.37.33]
[info]10:06:53 tester (411.TEST, 21) ia motorizari 8006 (0.22 s)[192.168.37.33]
[info]10:06:54 tester (411.TEST, 21) ia motorizari 538 (0.22 s)[192.168.37.33]
[info]10:06:54 tester (411.TEST, 21) ia motorizari 1216 (0.22 s)[192.168.37.33]
[info]10:06:54 tester (411.TEST, 21) ia motorizari 561 (0.23 s)[192.168.37.33]
[info]10:06:54 tester (411.TEST, 21) ia motorizari 1217 (0.24 s)[192.168.37.33]
[info]10:06:54 tester (411.TEST, 21) ia motorizari 3473 (0.16 s)[192.168.37.33]
[info]10:06:54 tester (411.TEST, 21) ia motorizari 3578 (0.23 s)[192.168.37.33]
[info]10:06:54 tester (411.TEST, 21) ia motorizari 3579 (0.30 s)[192.168.37.33]
[info]10:06:54 tester (411.TEST, 21) ia motorizari 1214 (0.32 s)[192.168.37.33]
[info]10:06:55 tester (411.TEST, 21) ia motorizari 3580 (0.23 s)[192.168.37.33]
[info]10:06:55 tester (411.TEST, 21) ia motorizari 1215 (0.24 s)[192.168.37.33]
[info]10:06:55 tester (411.TEST, 21) ia motorizari 4061 (0.23 s)[192.168.37.33]
[info]10:06:55 tester (411.TEST, 21) ia motorizari 3474 (0.23 s)[192.168.37.33]
[info]10:06:55 tester (411.TEST, 21) ia motorizari 1210 (0.08 s)[192.168.37.33]
[info]10:06:55 tester (411.TEST, 21) ia motorizari 5463 (0.22 s)[192.168.37.33]
[info]10:06:55 tester (411.TEST, 21) ia motorizari 4010 (0.21 s)[192.168.37.33]
[info]10:06:55 tester (411.TEST, 21) ia motorizari 524 (0.22 s)[192.168.37.33]
[info]10:06:55 tester (411.TEST, 21) ia motorizari 1218 (0.22 s)[192.168.37.33]
[info]10:06:56 tester (411.TEST, 21) ia motorizari 557 (0.22 s)[192.168.37.33]
[info]10:06:56 tester (411.TEST, 21) ia motorizari 1226 (0.22 s)[192.168.37.33]
[info]10:06:56 tester (411.TEST, 21) ia motorizari 6448 (0.10 s)[192.168.37.33]
[info]10:06:56 tester (411.TEST, 21) ia motorizari 29 (0.23 s)[192.168.37.33]
[info]10:06:56 tester (411.TEST, 21) ia motorizari 6452 (0.22 s)[192.168.37.33]
[info]10:06:56 tester (411.TEST, 21) ia motorizari 47 (0.23 s)[192.168.37.33]
[info]10:06:56 tester (411.TEST, 21) ia motorizari 9537 (0.26 s)[192.168.37.33]
[info]10:06:56 tester (411.TEST, 21) ia motorizari 3575 (0.22 s)[192.168.37.33]
[info]10:06:56 tester (411.TEST, 21) ia motorizari 5455 (0.08 s)[192.168.37.33]
[info]10:06:57 tester (411.TEST, 21) ia motorizari 7616 (0.25 s)[192.168.37.33]
[info]10:06:57 tester (411.TEST, 21) ia motorizari 9538 (0.23 s)[192.168.37.33]
[info]10:06:57 tester (411.TEST, 21) ia motorizari 1829 (0.23 s)[192.168.37.33]
[info]10:06:57 tester (411.TEST, 21) ia motorizari 1222 (0.22 s)[192.168.37.33]
[info]10:06:58 tester (411.TEST, 21) ia motorizari 2088 (0.22 s)[192.168.37.33]
[info]10:06:58 tester (411.TEST, 21) ia motorizari 11234 (0.22 s)[192.168.37.33]
[info]10:06:58 tester (411.TEST, 21) ia motorizari 4009 (0.23 s)[192.168.37.33]
[info]10:06:58 tester (411.TEST, 21) ia motorizari 35 (0.23 s)[192.168.37.33]
[info]10:06:58 tester (411.TEST, 21) ia motorizari 3545 (0.23 s)[192.168.37.33]
[info]10:06:58 tester (411.TEST, 21) ia motorizari 43 (0.22 s)[192.168.37.33]
[info]10:06:58 tester (411.TEST, 21) ia motorizari 3543 (0.22 s)[192.168.37.33]
[info]10:06:58 tester (411.TEST, 21) ia motorizari 4095 (0.23 s)[192.168.37.33]
[info]10:06:58 tester (411.TEST, 21) ia motorizari 1230 (0.23 s)[192.168.37.33]
[info]10:06:59 tester (411.TEST, 21) ia motorizari 5599 (0.23 s)[192.168.37.33]
[info]10:06:59 tester (411.TEST, 21) ia motorizari 11949 (0.22 s)[192.168.37.33]
[info]10:06:59 tester (411.TEST, 21) ia motorizari 3531 (0.36 s)[192.168.37.33]
[info]10:06:59 tester (411.TEST, 21) ia motorizari 570 (0.22 s)[192.168.37.33]
[info]10:07:00 tester (411.TEST, 21) ia motorizari 39 (0.07 s)[192.168.37.33]
[info]10:07:00 tester (411.TEST, 21) ia motorizari 1231 (0.23 s)[192.168.37.33]
[info]10:07:00 tester (411.TEST, 21) ia motorizari 1778 (0.22 s)[192.168.37.33]
[info]10:07:00 tester (411.TEST, 21) ia motorizari 4030 (0.23 s)[192.168.37.33]
[info]10:07:00 tester (411.TEST, 21) ia motorizari 4806 (0.24 s)[192.168.37.33]
[info]10:07:00 tester (411.TEST, 21) ia motorizari 4784 (0.23 s)[192.168.37.33]
[info]10:07:00 tester (411.TEST, 21) ia motorizari 10172 (0.21 s)[192.168.37.33]
[info]10:07:00 tester (411.TEST, 21) ia motorizari 566 (0.07 s)[192.168.37.33]
[info]10:07:00 tester (411.TEST, 21) ia motorizari 6399 (0.23 s)[192.168.37.33]
[info]10:07:00 tester (411.TEST, 21) ia motorizari 12857 (0.07 s)[192.168.37.33]
[info]10:07:01 tester (411.TEST, 21) ia motorizari 3445 (0.22 s)[192.168.37.33]
[info]10:07:01 tester (411.TEST, 21) ia motorizari 1583 (0.23 s)[192.168.37.33]
[info]10:07:01 tester (411.TEST, 21) ia modele pentru 561 (0.45 s)[192.168.37.33]
[info]10:07:01 tester (411.TEST, 21) ia motorizari 5109 (0.22 s)[192.168.37.33]
[info]10:07:01 tester (411.TEST, 21) ia motorizari 10731 (0.12 s)[192.168.37.33]
[info]10:07:01 tester (411.TEST, 21) ia motorizari 9201 (0.22 s)[192.168.37.33]
[info]10:07:01 tester (411.TEST, 21) ia motorizari 3482 (0.23 s)[192.168.37.33]
[info]10:07:01 tester (411.TEST, 21) ia motorizari 5119 (0.23 s)[192.168.37.33]
[info]10:07:02 tester (411.TEST, 21) ia motorizari 1438 (0.22 s)[192.168.37.33]
[info]10:07:02 tester (411.TEST, 21) ia motorizari 7366 (0.22 s)[192.168.37.33]
[info]10:07:02 tester (411.TEST, 21) ia motorizari 4474 (0.22 s)[192.168.37.33]
[info]10:07:02 tester (411.TEST, 21) ia motorizari 8533 (0.23 s)[192.168.37.33]
[info]10:07:02 tester (411.TEST, 21) ia motorizari 6440 (0.22 s)[192.168.37.33]
[info]10:07:02 tester (411.TEST, 21) ia motorizari 9204 (0.07 s)[192.168.37.33]
[info]10:07:02 tester (411.TEST, 21) ia motorizari 9654 (0.21 s)[192.168.37.33]
[info]10:07:02 tester (411.TEST, 21) ia motorizari 5548 (0.08 s)[192.168.37.33]
[info]10:07:02 tester (411.TEST, 21) ia motorizari 3544 (0.22 s)[192.168.37.33]
[info]10:07:02 tester (411.TEST, 21) ia motorizari 2040 (0.22 s)[192.168.37.33]
[info]10:07:03 tester (411.TEST, 21) ia motorizari 9704 (0.23 s)[192.168.37.33]
[info]10:07:03 tester (411.TEST, 21) ia motorizari 9705 (0.16 s)[192.168.37.33]
[info]10:07:03 tester (411.TEST, 21) ia motorizari 3542 (0.23 s)[192.168.37.33]
[info]10:07:03 tester (411.TEST, 21) ia motorizari 357 (0.24 s)[192.168.37.33]
[info]10:07:03 tester (411.TEST, 21) ia motorizari 1443 (0.23 s)[192.168.37.33]
[info]10:07:04 tester (411.TEST, 21) ia motorizari 2039 (0.23 s)[192.168.37.33]
[info]10:07:04 tester (411.TEST, 21) ia motorizari 362 (0.23 s)[192.168.37.33]
[info]10:07:04 tester (411.TEST, 21) ia motorizari 1313 (0.23 s)[192.168.37.33]
[info]10:07:04 tester (411.TEST, 21) ia motorizari 366 (0.23 s)[192.168.37.33]
[info]10:07:04 tester (411.TEST, 21) ia motorizari 5589 (0.32 s)[192.168.37.33]
[info]10:07:04 tester (411.TEST, 21) ia motorizari 371 (0.29 s)[192.168.37.33]
[info]10:07:04 tester (411.TEST, 21) ia motorizari 5590 (0.23 s)[192.168.37.33]
[info]10:07:05 tester (411.TEST, 21) ia motorizari 5591 (0.10 s)[192.168.37.33]
[info]10:07:05 tester (411.TEST, 21) ia motorizari 2041 (0.23 s)[192.168.37.33]
[info]10:07:05 tester (411.TEST, 21) ia motorizari 5586 (0.22 s)[192.168.37.33]
[info]10:07:05 tester (411.TEST, 21) ia motorizari 3906 (0.23 s)[192.168.37.33]
[info]10:07:05 tester (411.TEST, 21) ia motorizari 5587 (0.22 s)[192.168.37.33]
[info]10:07:06 tester (411.TEST, 21) ia motorizari 376 (0.27 s)[192.168.37.33]
[info]10:07:06 tester (411.TEST, 21) ia motorizari 3505 (0.22 s)[192.168.37.33]
[info]10:07:06 tester (411.TEST, 21) ia motorizari 4704 (0.21 s)[192.168.37.33]
[info]10:07:06 tester (411.TEST, 21) ia motorizari 5588 (0.22 s)[192.168.37.33]
[info]10:07:06 tester (411.TEST, 21) ia motorizari 4703 (0.23 s)[192.168.37.33]
[info]10:07:06 tester (411.TEST, 21) ia motorizari 8505 (0.23 s)[192.168.37.33]
[info]10:07:06 tester (411.TEST, 21) ia motorizari 4702 (0.24 s)[192.168.37.33]
[info]10:07:06 tester (411.TEST, 21) ia motorizari 8506 (0.22 s)[192.168.37.33]
[info]10:07:06 tester (411.TEST, 21) ia motorizari 380 (0.23 s)[192.168.37.33]
[info]10:07:07 tester (411.TEST, 21) ia motorizari 4662 (0.08 s)[192.168.37.33]
[info]10:07:07 tester (411.TEST, 21) ia motorizari 4017 (0.22 s)[192.168.37.33]
[info]10:07:07 tester (411.TEST, 21) ia motorizari 4663 (0.22 s)[192.168.37.33]
[info]10:07:07 tester (411.TEST, 21) ia motorizari 3440 (0.23 s)[192.168.37.33]
[info]10:07:07 tester (411.TEST, 21) ia motorizari 4664 (0.23 s)[192.168.37.33]
[info]10:07:07 tester (411.TEST, 21) ia motorizari 388 (0.07 s)[192.168.37.33]
[info]10:07:07 tester (411.TEST, 21) ia motorizari 4760 (0.10 s)[192.168.37.33]
[info]10:07:07 tester (411.TEST, 21) ia motorizari 5593 (0.44 s)[192.168.37.33]
[info]10:07:07 tester (411.TEST, 21) ia motorizari 4583 (0.29 s)[192.168.37.33]
[info]10:07:08 tester (411.TEST, 21) ia motorizari 9518 (0.22 s)[192.168.37.33]
[info]10:07:08 tester (411.TEST, 21) ia motorizari 3406 (0.24 s)[192.168.37.33]
[info]10:07:08 tester (411.TEST, 21) ia motorizari 5594 (0.23 s)[192.168.37.33]
[info]10:07:08 tester (411.TEST, 21) ia motorizari 4203 (0.22 s)[192.168.37.33]
[info]10:07:08 tester (411.TEST, 21) ia motorizari 9517 (0.08 s)[192.168.37.33]
[info]10:07:08 tester (411.TEST, 21) ia motorizari 3405 (0.10 s)[192.168.37.33]
[info]10:07:08 tester (411.TEST, 21) ia motorizari 473 (0.23 s)[192.168.37.33]
[info]10:07:08 tester (411.TEST, 21) ia motorizari 3878 (0.22 s)[192.168.37.33]
[info]10:07:09 tester (411.TEST, 21) ia motorizari 9628 (0.55 s)[192.168.37.33]
[info]10:07:09 tester (411.TEST, 21) ia motorizari 5098 (0.34 s)[192.168.37.33]
[info]10:07:09 tester (411.TEST, 21) ia motorizari 5209 (0.23 s)[192.168.37.33]
[info]10:07:10 tester (411.TEST, 21) ia motorizari 5453 (0.23 s)[192.168.37.33]
[info]10:07:10 tester (411.TEST, 21) ia motorizari 1749 (0.57 s)[192.168.37.33]
[info]10:07:10 tester (411.TEST, 21) ia motorizari 9183 (0.25 s)[192.168.37.33]
[info]10:07:10 tester (411.TEST, 21) ia motorizari 2013 (0.23 s)[192.168.37.33]
[info]10:07:10 tester (411.TEST, 21) ia motorizari 5145 (0.23 s)[192.168.37.33]
[info]10:07:10 tester (411.TEST, 21) ia motorizari 3909 (0.22 s)[192.168.37.33]
[info]10:07:10 tester (411.TEST, 21) ia motorizari 7918 (0.25 s)[192.168.37.33]
[info]10:07:11 tester (411.TEST, 21) ia motorizari 3504 (0.22 s)[192.168.37.33]
[info]10:07:11 tester (411.TEST, 21) ia motorizari 2014 (0.23 s)[192.168.37.33]
[info]10:07:11 tester (411.TEST, 21) ia motorizari 9510 (0.23 s)[192.168.37.33]
[info]10:07:11 tester (411.TEST, 21) ia motorizari 9511 (0.22 s)[192.168.37.33]
[info]10:07:11 tester (411.TEST, 21) ia motorizari 3535 (0.22 s)[192.168.37.33]
[info]10:07:12 tester (411.TEST, 21) ia motorizari 9501 (0.22 s)[192.168.37.33]
[info]10:07:12 tester (411.TEST, 21) ia motorizari 8261 (0.23 s)[192.168.37.33]
[info]10:07:12 tester (411.TEST, 21) ia motorizari 9500 (0.29 s)[192.168.37.33]
[info]10:07:12 tester (411.TEST, 21) ia motorizari 9017 (0.35 s)[192.168.37.33]
[info]10:07:12 tester (411.TEST, 21) ia motorizari 9503 (0.22 s)[192.168.37.33]
[info]10:07:12 tester (411.TEST, 21) ia motorizari 10351 (0.24 s)[192.168.37.33]
[info]10:07:12 tester (411.TEST, 21) ia motorizari 9504 (0.22 s)[192.168.37.33]
[info]10:07:12 tester (411.TEST, 21) ia motorizari 442 (0.16 s)[192.168.37.33]
[info]10:07:13 tester (411.TEST, 21) ia motorizari 9502 (0.08 s)[192.168.37.33]
[info]10:07:13 tester (411.TEST, 21) ia motorizari 1881 (0.24 s)[192.168.37.33]
[info]10:07:13 tester (411.TEST, 21) ia motorizari 9507 (0.23 s)[192.168.37.33]
[info]10:07:13 tester (411.TEST, 21) ia motorizari 11177 (0.21 s)[192.168.37.33]
[info]10:07:13 tester (411.TEST, 21) ia motorizari 9505 (0.22 s)[192.168.37.33]
[info]10:07:13 tester (411.TEST, 21) ia motorizari 54 (0.21 s)[192.168.37.33]
[info]10:07:13 tester (411.TEST, 21) ia motorizari 9509 (0.23 s)[192.168.37.33]
[info]10:07:13 tester (411.TEST, 21) ia motorizari 4982 (0.22 s)[192.168.37.33]
[info]10:07:13 tester (411.TEST, 21) ia motorizari 9506 (0.23 s)[192.168.37.33]
[info]10:07:14 tester (411.TEST, 21) ia motorizari 10001 (0.16 s)[192.168.37.33]
[info]10:07:14 tester (411.TEST, 21) ia motorizari 9508 (0.22 s)[192.168.37.33]
[info]10:07:14 tester (411.TEST, 21) ia motorizari 4818 (0.16 s)[192.168.37.33]
[info]10:07:14 tester (411.TEST, 21) ia motorizari 10000 (0.10 s)[192.168.37.33]
[info]10:07:14 tester (411.TEST, 21) ia motorizari 14160 (0.07 s)[192.168.37.33]
[info]10:07:14 tester (411.TEST, 21) ia motorizari 5167 (0.22 s)[192.168.37.33]
[info]10:07:14 tester (411.TEST, 21) ia motorizari 1496 (0.09 s)[192.168.37.33]
[info]10:07:14 tester (411.TEST, 21) ia motorizari 4036 (0.14 s)[192.168.37.33]
[info]10:07:14 tester (411.TEST, 21) ia motorizari 4037 (0.21 s)[192.168.37.33]
[info]10:07:14 tester (411.TEST, 21) ia motorizari 5540 (0.22 s)[192.168.37.33]
[info]10:07:14 tester (411.TEST, 21) ia motorizari 4564 (0.16 s)[192.168.37.33]
[info]10:07:15 tester (411.TEST, 21) ia motorizari 62 (0.39 s)[192.168.37.33]
[info]10:07:15 tester (411.TEST, 21) ia motorizari 58 (0.21 s)[192.168.37.33]
[info]10:07:15 tester (411.TEST, 21) ia motorizari 3436 (0.22 s)[192.168.37.33]
[info]10:07:15 tester (411.TEST, 21) ia motorizari 68 (0.16 s)[192.168.37.33]
[info]10:07:15 tester (411.TEST, 21) ia motorizari 181 (0.22 s)[192.168.37.33]
[info]10:07:16 tester (411.TEST, 21) ia motorizari 4665 (0.26 s)[192.168.37.33]
[info]10:07:16 tester (411.TEST, 21) ia motorizari 1806 (0.23 s)[192.168.37.33]
[info]10:07:16 tester (411.TEST, 21) ia motorizari 4078 (0.08 s)[192.168.37.33]
[info]10:07:16 tester (411.TEST, 21) ia motorizari 11889 (0.16 s)[192.168.37.33]
[info]10:07:16 tester (411.TEST, 21) ia motorizari 184 (0.25 s)[192.168.37.33]
[info]10:07:16 tester (411.TEST, 21) ia motorizari 4810 (0.23 s)[192.168.37.33]
[info]10:07:16 tester (411.TEST, 21) ia motorizari 189 (0.29 s)[192.168.37.33]
[info]10:07:16 tester (411.TEST, 21) ia motorizari 4628 (0.07 s)[192.168.37.33]
[info]10:07:16 tester (411.TEST, 21) ia motorizari 9514 (0.23 s)[192.168.37.33]
[info]10:07:17 tester (411.TEST, 21) ia motorizari 9512 (0.22 s)[192.168.37.33]
[info]10:07:17 tester (411.TEST, 21) ia motorizari 9516 (0.21 s)[192.168.37.33]
[info]10:07:17 tester (411.TEST, 21) ia motorizari 9513 (0.22 s)[192.168.37.33]
[info]10:07:17 tester (411.TEST, 21) ia motorizari 9515 (0.26 s)[192.168.37.33]
[info]10:07:18 tester (411.TEST, 21) ia motorizari 4650 (0.26 s)[192.168.37.33]
[info]10:07:18 tester (411.TEST, 21) ia motorizari 5012 (0.37 s)[192.168.37.33]
[info]10:07:18 tester (411.TEST, 21) ia motorizari 4820 (0.16 s)[192.168.37.33]
[info]10:07:18 tester (411.TEST, 21) ia motorizari 5014 (0.08 s)[192.168.37.33]
[info]10:07:18 tester (411.TEST, 21) ia motorizari 13077 (0.07 s)[192.168.37.33]
[info]10:07:18 tester (411.TEST, 21) ia motorizari 5598 (0.24 s)[192.168.37.33]
[info]10:07:18 tester (411.TEST, 21) ia motorizari 13078 (0.22 s)[192.168.37.33]
[info]10:07:18 tester (411.TEST, 21) ia motorizari 1487 (0.16 s)[192.168.37.33]
[info]10:07:18 tester (411.TEST, 21) ia motorizari 9180 (0.28 s)[192.168.37.33]
[info]10:07:18 tester (411.TEST, 21) ia motorizari 13137 (0.11 s)[192.168.37.33]
[info]10:07:19 tester (411.TEST, 21) ia motorizari 5013 (0.23 s)[192.168.37.33]
[info]10:07:19 tester (411.TEST, 21) ia motorizari 13635 (0.16 s)[192.168.37.33]
[info]10:07:19 tester (411.TEST, 21) ia motorizari 1439 (0.08 s)[192.168.37.33]
